"","id","mean","median","raster_name","service","color","year","ee_r264_name","iso3","continent","region_wb","income_grp","name_long"
"224",224,1.39326310157776,1.25367667961946,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Tonga","TON","Oceania","East Asia & Pacific","4. Lower middle income","Tonga"
"225",225,1.62557971477509,1.67473185732047,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Trinidad and Tobago","TTO","North America","Latin America & Caribbean","2. High income: nonOECD","Trinidad and Tobago"
"226",226,1.86502420902252,2.05535918727589,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Tunisia","TUN","Africa","Middle East & North Africa","3. Upper middle income","Tunisia"
"227",227,1.87026369571686,1.93263154298603,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Turkey","TUR","Asia","Europe & Central Asia","3. Upper middle income","Turkey"
"228",228,1.92702400684357,2.0064283219093,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Tuvalu","TUV","Oceania","East Asia & Pacific","3. Upper middle income","Tuvalu"
"229",229,1.28842520713806,1.22416256790499,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Taiwan","TWN","Asia","East Asia & Pacific","2. High income: nonOECD","Taiwan"
"230",230,0.936137080192566,0.835126224957983,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Tanzania","TZA","Africa","Sub-Saharan Africa","5. Low income","Tanzania"
"231",231,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Uganda","UGA","Africa","Sub-Saharan Africa","5. Low income","Uganda"
"232",232,0.940867841243744,0.49974400680906,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Ukraine","UKR","Europe","Europe & Central Asia","4. Lower middle income","Ukraine"
"233",233,2.6550600528717,2.66241086145354,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"United States Minor Outlying Isl","UMI","North America","East Asia & Pacific","5. Low income","United States Minor Outlying Islands"
"234",234,1.0805424451828,1.07581787361385,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Uruguay","URY","South America","Latin America & Caribbean","3. Upper middle income","Uruguay"
"235",235,1.42443144321442,1.34194440540262,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"United States","USA","North America","North America","1. High income: OECD","United States"
"236",236,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Uzbekistan","UZB","Asia","Europe & Central Asia","4. Lower middle income","Uzbekistan"
"237",237,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Vatican City","VAT","Europe","Europe & Central Asia","2. High income: nonOECD","Vatican"
"238",238,2.46413493156433,2.56991835436348,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Saint Vincent and the Grenadines","VCT","North America","Latin America & Caribbean","3. Upper middle income","Saint Vincent and the Grenadines"
"239",239,2.1830370426178,2.12173266168844,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Venezuela","VEN","South America","Latin America & Caribbean","3. Upper middle income","Venezuela"
"240",240,2.25674223899841,2.01933653032198,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"British Virgin Islands","VGB","North America","Latin America & Caribbean","1. High income: OECD","British Virgin Islands"
"241",241,1.38621711730957,1.35041838986418,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Virgin Islands, U.S.","VIR","North America","Latin America & Caribbean","2. High income: nonOECD","United States Virgin Islands"
"242",242,1.88293707370758,1.86115991230233,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Vietnam","VNM","Asia","East Asia & Pacific","4. Lower middle income","Vietnam"
"243",243,1.23228466510773,1.10902206551655,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Vanuatu","VUT","Oceania","East Asia & Pacific","4. Lower middle income","Vanuatu"
"244",244,1.6090544462204,1.14488382578234,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Wallis and Futuna","WLF","Oceania","East Asia & Pacific","4. Lower middle income","Wallis and Futuna Islands"
"245",245,0.897121608257294,0.819161828057345,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Samoa","WSM","Oceania","East Asia & Pacific","4. Lower middle income","Samoa"
"246",246,0.353142589330673,0.119079803736132,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Akrotiri and Dhekelia","GBR","Europe","Europe & Central Asia","1. High income: OECD","United Kingdom"
"247",247,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Clipperton Island","FRA","Europe","Europe & Central Asia","1. High income: OECD","France"
"248",248,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Kosovo","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia"
"249",249,2.5396134853363,2.93110054877728,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Paracel Islands","CHN","Asia","East Asia & Pacific","3. Upper middle income","China"
"250",250,4.55476808547974,4.63109404010389,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Spratly Islands","XSP","Asia","East Asia & Pacific","5. Low income","Spratly Islands"
"251",251,1.02628588676453,0.732901379531061,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Yemen","YEM","Asia","Middle East & North Africa","4. Lower middle income","Yemen"
"252",252,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"India","IND","Asia","South Asia","4. Lower middle income","India"
"253",253,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China"
"254",254,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China"
"255",255,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"India","IND","Asia","South Asia","4. Lower middle income","India"
"256",256,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"India","IND","Asia","South Asia","4. Lower middle income","India"
"257",257,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Pakistan","PAK","Asia","South Asia","4. Lower middle income","Pakistan"
"258",258,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"India","IND","Asia","South Asia","4. Lower middle income","India"
"259",259,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China"
"260",260,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"India","IND","Asia","South Asia","4. Lower middle income","India"
"261",261,1.21270549297333,1.08518157989394,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"South Africa","ZAF","Africa","Sub-Saharan Africa","3. Upper middle income","South Africa"
"262",262,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Zambia","ZMB","Africa","Sub-Saharan Africa","4. Lower middle income","Zambia"
"263",263,1.4195476770401,1.66523290990496,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Northern Cyprus","CYP","Asia","Europe & Central Asia","2. High income: nonOECD","Cyprus"
"264",264,NA,NA,"coastal_risk_esa1992_value_md5_3bd250","Coastal Protection","#9e9ac8",1992,"Zimbabwe","ZWE","Africa","Sub-Saharan Africa","5. Low income","Zimbabwe"
"265",1,1.45125913619995,1.48574123558224,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Aruba","ABW","North America","Latin America & Caribbean","2. High income: nonOECD","Aruba"
"266",2,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Afghanistan","AFG","Asia","South Asia","5. Low income","Afghanistan"
"267",3,1.59612691402435,1.52137984948484,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Angola","AGO","Africa","Sub-Saharan Africa","3. Upper middle income","Angola"
"268",4,1.19681298732758,1.10399172728839,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Anguilla","AIA","North America","Latin America & Caribbean","3. Upper middle income","Anguilla"
"269",5,1.98328900337219,1.97397393966704,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Aland","FIN","Europe","Europe & Central Asia","1. High income: OECD","Finland"
"270",6,1.17444598674774,1.11131227575571,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Albania","ALB","Europe","Europe & Central Asia","4. Lower middle income","Albania"
"271",7,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Andorra","AND","Europe","Europe & Central Asia","2. High income: nonOECD","Andorra"
"272",8,0.773277461528778,0.320203233986636,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"United Arab Emirates","ARE","Asia","Middle East & North Africa","2. High income: nonOECD","United Arab Emirates"
"273",9,1.21741700172424,0.877676809846426,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Argentina","ARG","South America","Latin America & Caribbean","3. Upper middle income","Argentina"
"274",10,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Armenia","ARM","Asia","Europe & Central Asia","4. Lower middle income","Armenia"
"275",11,1.01925313472748,1.00508532711189,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"American Samoa","ASM","Oceania","East Asia & Pacific","3. Upper middle income","American Samoa"
"276",12,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Antarctica","ATA","Antarctica","Antarctica","2. High income: nonOECD","Antarctica"
"277",13,0.742113888263702,0.114184046069316,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"French Southern Territories","ATF","Seven seas (open ocean)","Sub-Saharan Africa","2. High income: nonOECD","French Southern and Antarctic Lands"
"278",14,0.983792185783386,0.97015199740945,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Antigua and Barbuda","ATG","North America","Latin America & Caribbean","3. Upper middle income","Antigua and Barbuda"
"279",15,1.31599473953247,1.30612972191268,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Australia","AUS","Oceania","East Asia & Pacific","1. High income: OECD","Australia"
"280",16,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Austria","AUT","Europe","Europe & Central Asia","1. High income: OECD","Austria"
"281",17,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Azerbaijan","AZE","Asia","Europe & Central Asia","3. Upper middle income","Azerbaijan"
"282",18,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Burundi","BDI","Africa","Sub-Saharan Africa","5. Low income","Burundi"
"283",19,0.790676414966583,0.489051376240302,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Belgium","BEL","Europe","Europe & Central Asia","1. High income: OECD","Belgium"
"284",20,0.173724949359894,0.140888877266418,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Benin","BEN","Africa","Sub-Saharan Africa","5. Low income","Benin"
"285",21,1.00009477138519,0.903815004101245,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bonaire, Sint Eustatius and Saba","BES","Seven seas (open ocean)","Latin America & Caribbean","2. High income: nonOECD","Bonaire, Sint Eustatius and Saba"
"286",22,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Burkina Faso","BFA","Africa","Sub-Saharan Africa","5. Low income","Burkina Faso"
"287",23,1.8520827293396,1.83785660152762,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bangladesh","BGD","Asia","South Asia","5. Low income","Bangladesh"
"288",24,1.57439994812012,1.72824111202513,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bulgaria","BGR","Europe","Europe & Central Asia","3. Upper middle income","Bulgaria"
"289",25,0.752657949924469,0.0547907536870798,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bahrain","BHR","Asia","Middle East & North Africa","2. High income: nonOECD","Bahrain"
"290",26,1.34255719184875,1.21722428215675,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bahamas","BHS","North America","Latin America & Caribbean","2. High income: nonOECD","Bahamas"
"291",27,1.86883652210236,1.72334799237435,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bosnia and Herzegovina","BIH","Europe","Europe & Central Asia","3. Upper middle income","Bosnia and Herzegovina"
"292",28,2.64684319496155,2.73568668165171,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Saint Barthelemy","BLM","North America","Latin America & Caribbean","1. High income: OECD","Saint-Barth̩lemy"
"293",29,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Belarus","BLR","Europe","Europe & Central Asia","3. Upper middle income","Belarus"
"294",30,1.59807896614075,1.57859052360823,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Belize","BLZ","North America","Latin America & Caribbean","4. Lower middle income","Belize"
"295",31,0.580212593078613,0.0234824116055638,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bermuda","BMU","North America","North America","2. High income: nonOECD","Bermuda"
"296",32,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bolivia","BOL","South America","Latin America & Caribbean","4. Lower middle income","Bolivia"
"297",33,1.75532376766205,1.71422401488804,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Brazil","BRA","South America","Latin America & Caribbean","3. Upper middle income","Brazil"
"298",34,1.14717721939087,1.18677713089382,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Barbados","BRB","North America","Latin America & Caribbean","2. High income: nonOECD","Barbados"
"299",35,2.36775350570679,2.4632675231882,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Brunei","BRN","Asia","East Asia & Pacific","2. High income: nonOECD","Brunei Darussalam"
"300",36,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bhutan","BTN","Asia","South Asia","4. Lower middle income","Bhutan"
"301",37,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Bouvet Island","NOR","Europe","Europe & Central Asia","1. High income: OECD","Norway"
"302",38,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Botswana","BWA","Africa","Sub-Saharan Africa","3. Upper middle income","Botswana"
"303",39,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Central African Republic","CAF","Africa","Sub-Saharan Africa","5. Low income","Central African Republic"
"304",40,1.45821237564087,1.48974166233133,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Canada","CAN","North America","North America","1. High income: OECD","Canada"
"305",41,2.28571033477783,2.13547377918723,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Cocos Islands","AUS","Oceania","East Asia & Pacific","1. High income: OECD","Australia"
"306",42,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Switzerland","CHE","Europe","Europe & Central Asia","1. High income: OECD","Switzerland"
"307",43,2.09364604949951,2.15138154242103,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Chile","CHL","South America","Latin America & Caribbean","3. Upper middle income","Chile"
"308",44,0.914160668849945,0.630840818788801,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China"
"309",45,1.81598961353302,1.89473048966102,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Cote d'lvoire","CIV","Africa","Sub-Saharan Africa","4. Lower middle income","C̫te d'Ivoire"
"310",46,2.33484792709351,2.42245480245503,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Cameroon","CMR","Africa","Sub-Saharan Africa","4. Lower middle income","Cameroon"
"311",47,1.80005729198456,1.99228123373336,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Democratic Republic of the Congo","COD","Africa","Sub-Saharan Africa","5. Low income","Democratic Republic of the Congo"
"312",48,2.3578929901123,2.43642247643848,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Republic of the Congo","COG","Africa","Sub-Saharan Africa","4. Lower middle income","Republic of the Congo"
"313",49,1.46297550201416,1.25637291699437,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Cook Islands","COK","Oceania","East Asia & Pacific","3. Upper middle income","Cook Islands"
"314",50,2.12474536895752,2.205450025083,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Colombia","COL","South America","Latin America & Caribbean","3. Upper middle income","Colombia"
"315",51,1.15279912948608,1.05961999146209,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Comoros","COM","Africa","Sub-Saharan Africa","5. Low income","Comoros"
"316",52,2.01657390594482,2.34965614419514,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Cabo Verde","CPV","Africa","Sub-Saharan Africa","4. Lower middle income","Republic of Cabo Verde"
"317",53,1.79801189899445,1.75706673749452,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Costa Rica","CRI","North America","Latin America & Caribbean","3. Upper middle income","Costa Rica"
"318",54,1.40677797794342,1.30422219447826,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Cuba","CUB","North America","Latin America & Caribbean","3. Upper middle income","Cuba"
"319",55,1.11773288249969,0.914816294496224,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Curacao","CUW","North America","Latin America & Caribbean","2. High income: nonOECD","Cura̤ao"
"320",56,1.27453100681305,1.37482175680751,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Christmas Island","AUS","Oceania","East Asia & Pacific","1. High income: OECD","Australia"
"321",57,1.62309491634369,1.55550260982808,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Cayman Islands","CYM","North America","Latin America & Caribbean","2. High income: nonOECD","Cayman Islands"
"322",58,1.27309703826904,1.38534592223909,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Cyprus","CYP","Asia","Europe & Central Asia","2. High income: nonOECD","Cyprus"
"323",59,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Czechia","CZE","Europe","Europe & Central Asia","1. High income: OECD","Czech Republic"
"324",60,0.94623863697052,0.611246229751107,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Germany","DEU","Europe","Europe & Central Asia","1. High income: OECD","Germany"
"325",61,1.64398729801178,1.85735501423078,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Djibouti","DJI","Africa","Middle East & North Africa","4. Lower middle income","Djibouti"
"326",62,1.34576225280762,1.25289673657899,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Dominica","DMA","North America","Latin America & Caribbean","3. Upper middle income","Dominica"
"327",63,1.10147082805634,0.959820417150276,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Denmark","DNK","Europe","Europe & Central Asia","1. High income: OECD","Denmark"
"328",64,1.15369117259979,1.04564893145166,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Dominican Republic","DOM","North America","Latin America & Caribbean","3. Upper middle income","Dominican Republic"
"329",65,2.08169937133789,2.13519418284986,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Algeria","DZA","Africa","Middle East & North Africa","3. Upper middle income","Algeria"
"330",66,1.59729635715485,1.62912765554203,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Ecuador","ECU","South America","Latin America & Caribbean","3. Upper middle income","Ecuador"
"331",67,1.17066991329193,0.857714231708583,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Egypt","EGY","Africa","Middle East & North Africa","4. Lower middle income","Egypt"
"332",68,1.2558434009552,1.13970172180484,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Eritrea","ERI","Africa","Sub-Saharan Africa","5. Low income","Eritrea"
"333",69,0.0837388634681702,0.0835080515829081,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Western Sahara","MAR","Africa","Middle East & North Africa","4. Lower middle income","Morocco"
"334",70,1.49118673801422,1.5398019751851,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Spain","ESP","Europe","Europe & Central Asia","1. High income: OECD","Spain"
"335",71,1.7410386800766,1.72782337646112,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Estonia","EST","Europe","Europe & Central Asia","1. High income: OECD","Estonia"
"336",72,NA,NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Ethiopia","ETH","Africa","Sub-Saharan Africa","5. Low income","Ethiopia"
"337",73,1.76247537136078,1.72459153462652,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Finland","FIN","Europe","Europe & Central Asia","1. High income: OECD","Finland"
"338",74,1.25933241844177,1.03290952204021,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Fiji","FJI","Oceania","East Asia & Pacific","4. Lower middle income","Fiji"
"339",75,2.22746467590332,2.39114830167673,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Falkland Islands","FLK","South America","Latin America & Caribbean","1. High income: OECD","Falkland Islands"
"340",76,1.30861496925354,1.12761583851162,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"France","FRA","Europe","Europe & Central Asia","1. High income: OECD","France"
"341",77,0.736498296260834,0.405476100227517,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Faroe Islands","FRO","Europe","Europe & Central Asia","2. High income: nonOECD","Faeroe Islands"
"342",78,2.12403273582458,1.77751383596173,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Micronesia","FSM","Oceania","East Asia & Pacific","4. Lower middle income","Federated States of Micronesia"
"343",79,1.90273749828339,1.87927395470673,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Gabon","GAB","Africa","Sub-Saharan Africa","3. Upper middle income","Gabon"
"344",80,0.750479698181152,0.427329380926503,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"United Kingdom","GBR","Europe","Europe & Central Asia","1. High income: OECD","United Kingdom"
"345",81,2.26336216926575,2.27799005735148,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Georgia","GEO","Asia","Europe & Central Asia","4. Lower middle income","Georgia"
"346",82,1.81018555164337,1.98197647766408,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Guernsey","GGY","Europe","Europe & Central Asia","2. High income: nonOECD","Guernsey"
"347",83,1.11496090888977,1.09077360763541,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Ghana","GHA","Africa","Sub-Saharan Africa","4. Lower middle income","Ghana"
"348",84,5.56672191619873,5.6185097694397,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Gibraltar","GIB","Europe","Europe & Central Asia","1. High income: OECD","Gibraltar"
"349",85,1.65753591060638,1.7021456805707,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Guinea","GIN","Africa","Sub-Saharan Africa","5. Low income","Guinea"
"350",86,1.58752822875977,1.49990569832037,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Guadeloupe","FRA","Europe","Europe & Central Asia","1. High income: OECD","France"
"351",87,1.86532330513,1.81255909142099,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Gambia","GMB","Africa","Sub-Saharan Africa","5. Low income","The Gambia"
"352",88,1.49989581108093,1.56515114062624,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Guinea-Bissau","GNB","Africa","Sub-Saharan Africa","5. Low income","Guinea-Bissau"
"353",89,2.01008868217468,2.03987339284652,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Equatorial Guinea","GNQ","Africa","Sub-Saharan Africa","2. High income: nonOECD","Equatorial Guinea"
"354",90,1.58080077171326,1.54118165411554,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Greece","GRC","Europe","Europe & Central Asia","1. High income: OECD","Greece"
"355",91,1.27156591415405,1.14195909374375,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Grenada","GRD","North America","Latin America & Caribbean","3. Upper middle income","Grenada"
"356",92,0.261424511671066,0.119803756840547,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Greenland","GRL","North America","Europe & Central Asia","2. High income: nonOECD","Greenland"
"357",93,1.91094505786896,2.02754594833716,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Guatemala","GTM","North America","Latin America & Caribbean","4. Lower middle income","Guatemala"
"358",94,2.1141984462738,2.12625555439471,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"French Guiana","FRA","Europe","Europe & Central Asia","1. High income: OECD","France"
"359",95,1.54202389717102,1.67658463622176,"coastal_risk_esa2020_value_md5_f9f644","Coastal Protection","#9e9ac8",2020,"Guam","GUM","Oceania","East Asia & Pacific","2. High income: nonOECD","Guam"
