<<<<<<< HEAD
"","extent","service","color","ee_r264_name","iso3","continent","region_wb","income_grp","name_long","metric","value"
"2089",169,"Sediment Export","#08306b","Nepal","NPL","Asia","South Asia","5. Low income","Nepal","year_1992",548.196533203125
"2090",169,"Sediment Export","#08306b","Nepal","NPL","Asia","South Asia","5. Low income","Nepal","year_2020",586.77001953125
"2091",169,"Sediment Export","#08306b","Nepal","NPL","Asia","South Asia","5. Low income","Nepal","pct_change",7.03643383199438
"2092",170,"Sediment Export","#08306b","Nauru","NRU","Oceania","East Asia & Pacific","4. Lower middle income","Nauru","year_1992",NA
"2093",170,"Sediment Export","#08306b","Nauru","NRU","Oceania","East Asia & Pacific","4. Lower middle income","Nauru","year_2020",NA
"2094",170,"Sediment Export","#08306b","Nauru","NRU","Oceania","East Asia & Pacific","4. Lower middle income","Nauru","pct_change",NA
"2095",171,"Sediment Export","#08306b","New Zealand","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","year_1992",193.671401977539
"2096",171,"Sediment Export","#08306b","New Zealand","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","year_2020",190.555526733398
"2097",171,"Sediment Export","#08306b","New Zealand","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","pct_change",-1.60884633060195
"2098",172,"Sediment Export","#08306b","Oman","OMN","Asia","Middle East & North Africa","2. High income: nonOECD","Oman","year_1992",331.833190917969
"2099",172,"Sediment Export","#08306b","Oman","OMN","Asia","Middle East & North Africa","2. High income: nonOECD","Oman","year_2020",342.463836669922
"2100",172,"Sediment Export","#08306b","Oman","OMN","Asia","Middle East & North Africa","2. High income: nonOECD","Oman","pct_change",3.2036113453705
"2101",173,"Sediment Export","#08306b","Pakistan","PAK","Asia","South Asia","4. Lower middle income","Pakistan","year_1992",129.213577270508
"2102",173,"Sediment Export","#08306b","Pakistan","PAK","Asia","South Asia","4. Lower middle income","Pakistan","year_2020",105.990280151367
"2103",173,"Sediment Export","#08306b","Pakistan","PAK","Asia","South Asia","4. Lower middle income","Pakistan","pct_change",-17.9727994609445
"2104",174,"Sediment Export","#08306b","Panama","PAN","North America","Latin America & Caribbean","3. Upper middle income","Panama","year_1992",178.424621582031
"2105",174,"Sediment Export","#08306b","Panama","PAN","North America","Latin America & Caribbean","3. Upper middle income","Panama","year_2020",171.006820678711
"2106",174,"Sediment Export","#08306b","Panama","PAN","North America","Latin America & Caribbean","3. Upper middle income","Panama","pct_change",-4.15738637277123
"2107",175,"Sediment Export","#08306b","Pitcairn Islands","PCN","Oceania","East Asia & Pacific","5. Low income","Pitcairn Islands","year_1992",NA
"2108",175,"Sediment Export","#08306b","Pitcairn Islands","PCN","Oceania","East Asia & Pacific","5. Low income","Pitcairn Islands","year_2020",NA
"2109",175,"Sediment Export","#08306b","Pitcairn Islands","PCN","Oceania","East Asia & Pacific","5. Low income","Pitcairn Islands","pct_change",NA
"2110",176,"Sediment Export","#08306b","Peru","PER","South America","Latin America & Caribbean","3. Upper middle income","Peru","year_1992",173.778594970703
"2111",176,"Sediment Export","#08306b","Peru","PER","South America","Latin America & Caribbean","3. Upper middle income","Peru","year_2020",163.807907104492
"2112",176,"Sediment Export","#08306b","Peru","PER","South America","Latin America & Caribbean","3. Upper middle income","Peru","pct_change",-5.73758112608285
"2113",177,"Sediment Export","#08306b","Philippines","PHL","Asia","East Asia & Pacific","4. Lower middle income","Philippines","year_1992",877.683288574219
"2114",177,"Sediment Export","#08306b","Philippines","PHL","Asia","East Asia & Pacific","4. Lower middle income","Philippines","year_2020",922.908325195312
"2115",177,"Sediment Export","#08306b","Philippines","PHL","Asia","East Asia & Pacific","4. Lower middle income","Philippines","pct_change",5.15277403704021
"2116",178,"Sediment Export","#08306b","Palau","PLW","Oceania","East Asia & Pacific","3. Upper middle income","Palau","year_1992",NA
"2117",178,"Sediment Export","#08306b","Palau","PLW","Oceania","East Asia & Pacific","3. Upper middle income","Palau","year_2020",NA
"2118",178,"Sediment Export","#08306b","Palau","PLW","Oceania","East Asia & Pacific","3. Upper middle income","Palau","pct_change",NA
"2119",179,"Sediment Export","#08306b","Papua New Guinea","PNG","Oceania","East Asia & Pacific","4. Lower middle income","Papua New Guinea","year_1992",150.311920166016
"2120",179,"Sediment Export","#08306b","Papua New Guinea","PNG","Oceania","East Asia & Pacific","4. Lower middle income","Papua New Guinea","year_2020",213.268051147461
"2121",179,"Sediment Export","#08306b","Papua New Guinea","PNG","Oceania","East Asia & Pacific","4. Lower middle income","Papua New Guinea","pct_change",41.8836582700237
"2122",180,"Sediment Export","#08306b","Poland","POL","Europe","Europe & Central Asia","1. High income: OECD","Poland","year_1992",1.84071147441864
"2123",180,"Sediment Export","#08306b","Poland","POL","Europe","Europe & Central Asia","1. High income: OECD","Poland","year_2020",1.75049781799316
"2124",180,"Sediment Export","#08306b","Poland","POL","Europe","Europe & Central Asia","1. High income: OECD","Poland","pct_change",-4.90102102796814
"2125",181,"Sediment Export","#08306b","Puerto Rico","PRI","North America","Latin America & Caribbean","2. High income: nonOECD","Puerto Rico","year_1992",60.7755546569824
"2126",181,"Sediment Export","#08306b","Puerto Rico","PRI","North America","Latin America & Caribbean","2. High income: nonOECD","Puerto Rico","year_2020",29.6152820587158
"2127",181,"Sediment Export","#08306b","Puerto Rico","PRI","North America","Latin America & Caribbean","2. High income: nonOECD","Puerto Rico","pct_change",-51.2710624759171
"2128",182,"Sediment Export","#08306b","North Korea","PRK","Asia","East Asia & Pacific","5. Low income","Dem. Rep. Korea","year_1992",163.541625976562
"2129",182,"Sediment Export","#08306b","North Korea","PRK","Asia","East Asia & Pacific","5. Low income","Dem. Rep. Korea","year_2020",221.584899902344
"2130",182,"Sediment Export","#08306b","North Korea","PRK","Asia","East Asia & Pacific","5. Low income","Dem. Rep. Korea","pct_change",35.4914374729896
"2131",183,"Sediment Export","#08306b","Portugal","PRT","Europe","Europe & Central Asia","1. High income: OECD","Portugal","year_1992",15.0708999633789
"2132",183,"Sediment Export","#08306b","Portugal","PRT","Europe","Europe & Central Asia","1. High income: OECD","Portugal","year_2020",17.1300258636475
"2133",183,"Sediment Export","#08306b","Portugal","PRT","Europe","Europe & Central Asia","1. High income: OECD","Portugal","pct_change",13.6629259385446
"2134",184,"Sediment Export","#08306b","Paraguay","PRY","South America","Latin America & Caribbean","4. Lower middle income","Paraguay","year_1992",5.02999877929688
"2135",184,"Sediment Export","#08306b","Paraguay","PRY","South America","Latin America & Caribbean","4. Lower middle income","Paraguay","year_2020",5.82608318328857
"2136",184,"Sediment Export","#08306b","Paraguay","PRY","South America","Latin America & Caribbean","4. Lower middle income","Paraguay","pct_change",15.8267315544552
"2137",185,"Sediment Export","#08306b","Palestine","ISR","Asia","Middle East & North Africa","1. High income: OECD","Israel","year_1992",92.1491775512695
"2138",185,"Sediment Export","#08306b","Palestine","ISR","Asia","Middle East & North Africa","1. High income: OECD","Israel","year_2020",87.9808959960938
"2139",185,"Sediment Export","#08306b","Palestine","ISR","Asia","Middle East & North Africa","1. High income: OECD","Israel","pct_change",-4.52340613985032
"2140",186,"Sediment Export","#08306b","French Polynesia","PYF","Oceania","East Asia & Pacific","2. High income: nonOECD","French Polynesia","year_1992",NA
"2141",186,"Sediment Export","#08306b","French Polynesia","PYF","Oceania","East Asia & Pacific","2. High income: nonOECD","French Polynesia","year_2020",NA
"2142",186,"Sediment Export","#08306b","French Polynesia","PYF","Oceania","East Asia & Pacific","2. High income: nonOECD","French Polynesia","pct_change",NA
"2143",187,"Sediment Export","#08306b","Qatar","QAT","Asia","Middle East & North Africa","2. High income: nonOECD","Qatar","year_1992",0.764582097530365
"2144",187,"Sediment Export","#08306b","Qatar","QAT","Asia","Middle East & North Africa","2. High income: nonOECD","Qatar","year_2020",0.610963761806488
"2145",187,"Sediment Export","#08306b","Qatar","QAT","Asia","Middle East & North Africa","2. High income: nonOECD","Qatar","pct_change",-20.0918039043905
"2146",188,"Sediment Export","#08306b","Reunion","FRA","Europe","Europe & Central Asia","1. High income: OECD","France","year_1992",NA
"2147",188,"Sediment Export","#08306b","Reunion","FRA","Europe","Europe & Central Asia","1. High income: OECD","France","year_2020",NA
"2148",188,"Sediment Export","#08306b","Reunion","FRA","Europe","Europe & Central Asia","1. High income: OECD","France","pct_change",NA
"2149",189,"Sediment Export","#08306b","Romania","ROU","Europe","Europe & Central Asia","3. Upper middle income","Romania","year_1992",16.5485324859619
"2150",189,"Sediment Export","#08306b","Romania","ROU","Europe","Europe & Central Asia","3. Upper middle income","Romania","year_2020",15.5451507568359
"2151",189,"Sediment Export","#08306b","Romania","ROU","Europe","Europe & Central Asia","3. Upper middle income","Romania","pct_change",-6.06326712037558
"2152",190,"Sediment Export","#08306b","Russia","RUS","Europe","Europe & Central Asia","3. Upper middle income","Russian Federation","year_1992",5.53724336624146
"2153",190,"Sediment Export","#08306b","Russia","RUS","Europe","Europe & Central Asia","3. Upper middle income","Russian Federation","year_2020",5.9552001953125
"2154",190,"Sediment Export","#08306b","Russia","RUS","Europe","Europe & Central Asia","3. Upper middle income","Russian Federation","pct_change",7.54810293546368
"2155",191,"Sediment Export","#08306b","Rwanda","RWA","Africa","Sub-Saharan Africa","5. Low income","Rwanda","year_1992",774.405639648438
"2156",191,"Sediment Export","#08306b","Rwanda","RWA","Africa","Sub-Saharan Africa","5. Low income","Rwanda","year_2020",840.060729980469
"2157",191,"Sediment Export","#08306b","Rwanda","RWA","Africa","Sub-Saharan Africa","5. Low income","Rwanda","pct_change",8.47812657483188
"2158",192,"Sediment Export","#08306b","Saudi Arabia","SAU","Asia","Middle East & North Africa","2. High income: nonOECD","Saudi Arabia","year_1992",73.3329315185547
"2159",192,"Sediment Export","#08306b","Saudi Arabia","SAU","Asia","Middle East & North Africa","2. High income: nonOECD","Saudi Arabia","year_2020",72.3268661499023
"2160",192,"Sediment Export","#08306b","Saudi Arabia","SAU","Asia","Middle East & North Africa","2. High income: nonOECD","Saudi Arabia","pct_change",-1.37191483801223
"2161",193,"Sediment Export","#08306b","Sudan","SDN","Africa","Sub-Saharan Africa","4. Lower middle income","Sudan","year_1992",6.88226699829102
"2162",193,"Sediment Export","#08306b","Sudan","SDN","Africa","Sub-Saharan Africa","4. Lower middle income","Sudan","year_2020",7.29958581924438
"2163",193,"Sediment Export","#08306b","Sudan","SDN","Africa","Sub-Saharan Africa","4. Lower middle income","Sudan","pct_change",6.0636825199747
"2164",194,"Sediment Export","#08306b","Senegal","SEN","Africa","Sub-Saharan Africa","4. Lower middle income","Senegal","year_1992",1.78760278224945
"2165",194,"Sediment Export","#08306b","Senegal","SEN","Africa","Sub-Saharan Africa","4. Lower middle income","Senegal","year_2020",1.75343143939972
"2166",194,"Sediment Export","#08306b","Senegal","SEN","Africa","Sub-Saharan Africa","4. Lower middle income","Senegal","pct_change",-1.91157359951802
"2167",195,"Sediment Export","#08306b","Singapore","SGP","Asia","East Asia & Pacific","2. High income: nonOECD","Singapore","year_1992",9.40232753753662
"2168",195,"Sediment Export","#08306b","Singapore","SGP","Asia","East Asia & Pacific","2. High income: nonOECD","Singapore","year_2020",6.47286510467529
"2169",195,"Sediment Export","#08306b","Singapore","SGP","Asia","East Asia & Pacific","2. High income: nonOECD","Singapore","pct_change",-31.1567792247837
"2170",196,"Sediment Export","#08306b","South Georgia and the South Sand","SGS","Seven seas (open ocean)","Antarctica","5. Low income","South Georgia and the Islands","year_1992",NA
"2171",196,"Sediment Export","#08306b","South Georgia and the South Sand","SGS","Seven seas (open ocean)","Antarctica","5. Low income","South Georgia and the Islands","year_2020",NA
"2172",196,"Sediment Export","#08306b","South Georgia and the South Sand","SGS","Seven seas (open ocean)","Antarctica","5. Low income","South Georgia and the Islands","pct_change",NA
"2173",197,"Sediment Export","#08306b","Saint Helena, Ascension and Tris","SHN","Seven seas (open ocean)","Sub-Saharan Africa","4. Lower middle income","Saint Helena","year_1992",NA
"2174",197,"Sediment Export","#08306b","Saint Helena, Ascension and Tris","SHN","Seven seas (open ocean)","Sub-Saharan Africa","4. Lower middle income","Saint Helena","year_2020",NA
"2175",197,"Sediment Export","#08306b","Saint Helena, Ascension and Tris","SHN","Seven seas (open ocean)","Sub-Saharan Africa","4. Lower middle income","Saint Helena","pct_change",NA
"2176",198,"Sediment Export","#08306b","Svalbard and Jan Mayen","NOR","Europe","Europe & Central Asia","1. High income: OECD","Norway","year_1992",NA
"2177",198,"Sediment Export","#08306b","Svalbard and Jan Mayen","NOR","Europe","Europe & Central Asia","1. High income: OECD","Norway","year_2020",NA
"2178",198,"Sediment Export","#08306b","Svalbard and Jan Mayen","NOR","Europe","Europe & Central Asia","1. High income: OECD","Norway","pct_change",NA
"2179",199,"Sediment Export","#08306b","Solomon Islands","SLB","Oceania","East Asia & Pacific","4. Lower middle income","Solomon Islands","year_1992",6.77002143859863
"2180",199,"Sediment Export","#08306b","Solomon Islands","SLB","Oceania","East Asia & Pacific","4. Lower middle income","Solomon Islands","year_2020",11.9014482498169
"2181",199,"Sediment Export","#08306b","Solomon Islands","SLB","Oceania","East Asia & Pacific","4. Lower middle income","Solomon Islands","pct_change",75.7963155325023
"2182",200,"Sediment Export","#08306b","Sierra Leone","SLE","Africa","Sub-Saharan Africa","5. Low income","Sierra Leone","year_1992",144.464447021484
"2183",200,"Sediment Export","#08306b","Sierra Leone","SLE","Africa","Sub-Saharan Africa","5. Low income","Sierra Leone","year_2020",140.782302856445
"2184",200,"Sediment Export","#08306b","Sierra Leone","SLE","Africa","Sub-Saharan Africa","5. Low income","Sierra Leone","pct_change",-2.54882377010824
"2185",201,"Sediment Export","#08306b","El Salvador","SLV","North America","Latin America & Caribbean","4. Lower middle income","El Salvador","year_1992",91.9385299682617
"2186",201,"Sediment Export","#08306b","El Salvador","SLV","North America","Latin America & Caribbean","4. Lower middle income","El Salvador","year_2020",58.7245559692383
"2187",201,"Sediment Export","#08306b","El Salvador","SLV","North America","Latin America & Caribbean","4. Lower middle income","El Salvador","pct_change",-36.1262835184435
"2188",202,"Sediment Export","#08306b","San Marino","SMR","Europe","Europe & Central Asia","2. High income: nonOECD","San Marino","year_1992",321.392639160156
"2189",202,"Sediment Export","#08306b","San Marino","SMR","Europe","Europe & Central Asia","2. High income: nonOECD","San Marino","year_2020",295.270263671875
"2190",202,"Sediment Export","#08306b","San Marino","SMR","Europe","Europe & Central Asia","2. High income: nonOECD","San Marino","pct_change",-8.12786987173771
"2191",203,"Sediment Export","#08306b","Somalia","SOM","Africa","Sub-Saharan Africa","5. Low income","Somalia","year_1992",6.47561120986938
"2192",203,"Sediment Export","#08306b","Somalia","SOM","Africa","Sub-Saharan Africa","5. Low income","Somalia","year_2020",6.49757957458496
"2193",203,"Sediment Export","#08306b","Somalia","SOM","Africa","Sub-Saharan Africa","5. Low income","Somalia","pct_change",0.339247740539118
"2194",204,"Sediment Export","#08306b","Saint Pierre and Miquelon","SPM","North America","North America","3. Upper middle income","Saint Pierre and Miquelon","year_1992",NA
"2195",204,"Sediment Export","#08306b","Saint Pierre and Miquelon","SPM","North America","North America","3. Upper middle income","Saint Pierre and Miquelon","year_2020",NA
"2196",204,"Sediment Export","#08306b","Saint Pierre and Miquelon","SPM","North America","North America","3. Upper middle income","Saint Pierre and Miquelon","pct_change",NA
"2197",205,"Sediment Export","#08306b","Serbia","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","year_1992",22.3925037384033
"2198",205,"Sediment Export","#08306b","Serbia","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","year_2020",21.0675792694092
"2199",205,"Sediment Export","#08306b","Serbia","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","pct_change",-5.91682147057921
"2200",206,"Sediment Export","#08306b","South Sudan","SSD","Africa","Sub-Saharan Africa","5. Low income","South Sudan","year_1992",2.33969497680664
"2201",206,"Sediment Export","#08306b","South Sudan","SSD","Africa","Sub-Saharan Africa","5. Low income","South Sudan","year_2020",1.91886842250824
"2202",206,"Sediment Export","#08306b","South Sudan","SSD","Africa","Sub-Saharan Africa","5. Low income","South Sudan","pct_change",-17.9863853395441
"2203",207,"Sediment Export","#08306b","Sao Tome and Principe","STP","Africa","Sub-Saharan Africa","4. Lower middle income","Ṣo Tom̩ and Principe","year_1992",2.35227251052856
"2204",207,"Sediment Export","#08306b","Sao Tome and Principe","STP","Africa","Sub-Saharan Africa","4. Lower middle income","Ṣo Tom̩ and Principe","year_2020",10.0370492935181
"2205",207,"Sediment Export","#08306b","Sao Tome and Principe","STP","Africa","Sub-Saharan Africa","4. Lower middle income","Ṣo Tom̩ and Principe","pct_change",326.695854693415
"2206",208,"Sediment Export","#08306b","Suriname","SUR","South America","Latin America & Caribbean","3. Upper middle income","Suriname","year_1992",0.0688225850462914
"2207",208,"Sediment Export","#08306b","Suriname","SUR","South America","Latin America & Caribbean","3. Upper middle income","Suriname","year_2020",0.0807731747627258
"2208",208,"Sediment Export","#08306b","Suriname","SUR","South America","Latin America & Caribbean","3. Upper middle income","Suriname","pct_change",17.3643429818804
"2209",209,"Sediment Export","#08306b","Slovakia","SVK","Europe","Europe & Central Asia","1. High income: OECD","Slovakia","year_1992",11.1454734802246
"2210",209,"Sediment Export","#08306b","Slovakia","SVK","Europe","Europe & Central Asia","1. High income: OECD","Slovakia","year_2020",11.5371465682983
"2211",209,"Sediment Export","#08306b","Slovakia","SVK","Europe","Europe & Central Asia","1. High income: OECD","Slovakia","pct_change",3.51418976294408
"2212",210,"Sediment Export","#08306b","Slovenia","SVN","Europe","Europe & Central Asia","1. High income: OECD","Slovenia","year_1992",53.2597885131836
"2213",210,"Sediment Export","#08306b","Slovenia","SVN","Europe","Europe & Central Asia","1. High income: OECD","Slovenia","year_2020",70.9266357421875
"2214",210,"Sediment Export","#08306b","Slovenia","SVN","Europe","Europe & Central Asia","1. High income: OECD","Slovenia","pct_change",33.1710803256959
"2215",211,"Sediment Export","#08306b","Sweden","SWE","Europe","Europe & Central Asia","1. High income: OECD","Sweden","year_1992",0.323980838060379
"2216",211,"Sediment Export","#08306b","Sweden","SWE","Europe","Europe & Central Asia","1. High income: OECD","Sweden","year_2020",0.481767326593399
"2217",211,"Sediment Export","#08306b","Sweden","SWE","Europe","Europe & Central Asia","1. High income: OECD","Sweden","pct_change",48.7024138457269
"2218",212,"Sediment Export","#08306b","Swaziland","SWZ","Africa","Sub-Saharan Africa","4. Lower middle income","eSwatini","year_1992",147.543792724609
"2219",212,"Sediment Export","#08306b","Swaziland","SWZ","Africa","Sub-Saharan Africa","4. Lower middle income","eSwatini","year_2020",187.025344848633
"2220",212,"Sediment Export","#08306b","Swaziland","SWZ","Africa","Sub-Saharan Africa","4. Lower middle income","eSwatini","pct_change",26.7592091777907
"2221",213,"Sediment Export","#08306b","Sint Maarten","SXM","North America","Latin America & Caribbean","2. High income: nonOECD","Sint Maarten","year_1992",NA
"2222",213,"Sediment Export","#08306b","Sint Maarten","SXM","North America","Latin America & Caribbean","2. High income: nonOECD","Sint Maarten","year_2020",NA
"2223",213,"Sediment Export","#08306b","Sint Maarten","SXM","North America","Latin America & Caribbean","2. High income: nonOECD","Sint Maarten","pct_change",NA
"2224",214,"Sediment Export","#08306b","Seychelles","SYC","Seven seas (open ocean)","Sub-Saharan Africa","3. Upper middle income","Seychelles","year_1992",NA
"2225",214,"Sediment Export","#08306b","Seychelles","SYC","Seven seas (open ocean)","Sub-Saharan Africa","3. Upper middle income","Seychelles","year_2020",NA
"2226",214,"Sediment Export","#08306b","Seychelles","SYC","Seven seas (open ocean)","Sub-Saharan Africa","3. Upper middle income","Seychelles","pct_change",NA
"2227",215,"Sediment Export","#08306b","Syria","SYR","Asia","Middle East & North Africa","4. Lower middle income","Syria","year_1992",37.1208343505859
"2228",215,"Sediment Export","#08306b","Syria","SYR","Asia","Middle East & North Africa","4. Lower middle income","Syria","year_2020",35.3350601196289
"2229",215,"Sediment Export","#08306b","Syria","SYR","Asia","Middle East & North Africa","4. Lower middle income","Syria","pct_change",-4.81070606897287
"2230",216,"Sediment Export","#08306b","Turks and Caicos Islands","TCA","North America","Latin America & Caribbean","2. High income: nonOECD","Turks and Caicos Islands","year_1992",0.0566998161375523
"2231",216,"Sediment Export","#08306b","Turks and Caicos Islands","TCA","North America","Latin America & Caribbean","2. High income: nonOECD","Turks and Caicos Islands","year_2020",0.061066810041666
"2232",216,"Sediment Export","#08306b","Turks and Caicos Islands","TCA","North America","Latin America & Caribbean","2. High income: nonOECD","Turks and Caicos Islands","pct_change",7.70195425946265
"2233",217,"Sediment Export","#08306b","Chad","TCD","Africa","Sub-Saharan Africa","5. Low income","Chad","year_1992",6.55352878570557
"2234",217,"Sediment Export","#08306b","Chad","TCD","Africa","Sub-Saharan Africa","5. Low income","Chad","year_2020",6.67818737030029
"2235",217,"Sediment Export","#08306b","Chad","TCD","Africa","Sub-Saharan Africa","5. Low income","Chad","pct_change",1.90215971686312
"2236",218,"Sediment Export","#08306b","Togo","TGO","Africa","Sub-Saharan Africa","5. Low income","Togo","year_1992",66.8447189331055
"2237",218,"Sediment Export","#08306b","Togo","TGO","Africa","Sub-Saharan Africa","5. Low income","Togo","year_2020",46.8352470397949
"2238",218,"Sediment Export","#08306b","Togo","TGO","Africa","Sub-Saharan Africa","5. Low income","Togo","pct_change",-29.9342598976816
"2239",219,"Sediment Export","#08306b","Thailand","THA","Asia","East Asia & Pacific","3. Upper middle income","Thailand","year_1992",108.43433380127
"2240",219,"Sediment Export","#08306b","Thailand","THA","Asia","East Asia & Pacific","3. Upper middle income","Thailand","year_2020",110.764106750488
"2241",219,"Sediment Export","#08306b","Thailand","THA","Asia","East Asia & Pacific","3. Upper middle income","Thailand","pct_change",2.14855652038018
"2242",220,"Sediment Export","#08306b","Tajikistan","TJK","Asia","Europe & Central Asia","5. Low income","Tajikistan","year_1992",860.073547363281
"2243",220,"Sediment Export","#08306b","Tajikistan","TJK","Asia","Europe & Central Asia","5. Low income","Tajikistan","year_2020",860.073364257812
"2244",220,"Sediment Export","#08306b","Tajikistan","TJK","Asia","Europe & Central Asia","5. Low income","Tajikistan","pct_change",-2.12895129188333e-05
"2245",221,"Sediment Export","#08306b","Tokelau","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","year_1992",NA
"2246",221,"Sediment Export","#08306b","Tokelau","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","year_2020",NA
"2247",221,"Sediment Export","#08306b","Tokelau","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","pct_change",NA
"2248",222,"Sediment Export","#08306b","Turkmenistan","TKM","Asia","Europe & Central Asia","3. Upper middle income","Turkmenistan","year_1992",8.17277431488037
"2249",222,"Sediment Export","#08306b","Turkmenistan","TKM","Asia","Europe & Central Asia","3. Upper middle income","Turkmenistan","year_2020",7.63941049575806
"2250",222,"Sediment Export","#08306b","Turkmenistan","TKM","Asia","Europe & Central Asia","3. Upper middle income","Turkmenistan","pct_change",-6.52610482772295
"2251",223,"Sediment Export","#08306b","Timor-Leste","TLS","Asia","East Asia & Pacific","4. Lower middle income","Timor-Leste","year_1992",2389.07421875
"2252",223,"Sediment Export","#08306b","Timor-Leste","TLS","Asia","East Asia & Pacific","4. Lower middle income","Timor-Leste","year_2020",2354.05419921875
"2253",223,"Sediment Export","#08306b","Timor-Leste","TLS","Asia","East Asia & Pacific","4. Lower middle income","Timor-Leste","pct_change",-1.46584058613185
"2254",224,"Sediment Export","#08306b","Tonga","TON","Oceania","East Asia & Pacific","4. Lower middle income","Tonga","year_1992",NA
"2255",224,"Sediment Export","#08306b","Tonga","TON","Oceania","East Asia & Pacific","4. Lower middle income","Tonga","year_2020",NA
"2256",224,"Sediment Export","#08306b","Tonga","TON","Oceania","East Asia & Pacific","4. Lower middle income","Tonga","pct_change",NA
"2257",225,"Sediment Export","#08306b","Trinidad and Tobago","TTO","North America","Latin America & Caribbean","2. High income: nonOECD","Trinidad and Tobago","year_1992",11.0710592269897
"2258",225,"Sediment Export","#08306b","Trinidad and Tobago","TTO","North America","Latin America & Caribbean","2. High income: nonOECD","Trinidad and Tobago","year_2020",11.4004774093628
"2259",225,"Sediment Export","#08306b","Trinidad and Tobago","TTO","North America","Latin America & Caribbean","2. High income: nonOECD","Trinidad and Tobago","pct_change",2.97548929708573
"2260",226,"Sediment Export","#08306b","Tunisia","TUN","Africa","Middle East & North Africa","3. Upper middle income","Tunisia","year_1992",35.9597320556641
"2261",226,"Sediment Export","#08306b","Tunisia","TUN","Africa","Middle East & North Africa","3. Upper middle income","Tunisia","year_2020",35.4097595214844
"2262",226,"Sediment Export","#08306b","Tunisia","TUN","Africa","Middle East & North Africa","3. Upper middle income","Tunisia","pct_change",-1.52941221399637
"2263",227,"Sediment Export","#08306b","Turkey","TUR","Asia","Europe & Central Asia","3. Upper middle income","Turkey","year_1992",83.8161926269531
"2264",227,"Sediment Export","#08306b","Turkey","TUR","Asia","Europe & Central Asia","3. Upper middle income","Turkey","year_2020",81.3938369750977
"2265",227,"Sediment Export","#08306b","Turkey","TUR","Asia","Europe & Central Asia","3. Upper middle income","Turkey","pct_change",-2.89008075400985
"2266",228,"Sediment Export","#08306b","Tuvalu","TUV","Oceania","East Asia & Pacific","3. Upper middle income","Tuvalu","year_1992",NA
"2267",228,"Sediment Export","#08306b","Tuvalu","TUV","Oceania","East Asia & Pacific","3. Upper middle income","Tuvalu","year_2020",NA
"2268",228,"Sediment Export","#08306b","Tuvalu","TUV","Oceania","East Asia & Pacific","3. Upper middle income","Tuvalu","pct_change",NA
"2269",229,"Sediment Export","#08306b","Taiwan","TWN","Asia","East Asia & Pacific","2. High income: nonOECD","Taiwan","year_1992",276.938385009766
"2270",229,"Sediment Export","#08306b","Taiwan","TWN","Asia","East Asia & Pacific","2. High income: nonOECD","Taiwan","year_2020",406.478942871094
"2271",229,"Sediment Export","#08306b","Taiwan","TWN","Asia","East Asia & Pacific","2. High income: nonOECD","Taiwan","pct_change",46.7759490461244
"2272",230,"Sediment Export","#08306b","Tanzania","TZA","Africa","Sub-Saharan Africa","5. Low income","Tanzania","year_1992",70.5896072387695
"2273",230,"Sediment Export","#08306b","Tanzania","TZA","Africa","Sub-Saharan Africa","5. Low income","Tanzania","year_2020",67.1971664428711
"2274",230,"Sediment Export","#08306b","Tanzania","TZA","Africa","Sub-Saharan Africa","5. Low income","Tanzania","pct_change",-4.80586438797353
"2275",231,"Sediment Export","#08306b","Uganda","UGA","Africa","Sub-Saharan Africa","5. Low income","Uganda","year_1992",129.194595336914
"2276",231,"Sediment Export","#08306b","Uganda","UGA","Africa","Sub-Saharan Africa","5. Low income","Uganda","year_2020",134.195617675781
"2277",231,"Sediment Export","#08306b","Uganda","UGA","Africa","Sub-Saharan Africa","5. Low income","Uganda","pct_change",3.8709222516819
"2278",232,"Sediment Export","#08306b","Ukraine","UKR","Europe","Europe & Central Asia","4. Lower middle income","Ukraine","year_1992",4.381995677948
"2279",232,"Sediment Export","#08306b","Ukraine","UKR","Europe","Europe & Central Asia","4. Lower middle income","Ukraine","year_2020",4.12999725341797
"2280",232,"Sediment Export","#08306b","Ukraine","UKR","Europe","Europe & Central Asia","4. Lower middle income","Ukraine","pct_change",-5.7507684409227
"2281",233,"Sediment Export","#08306b","United States Minor Outlying Isl","UMI","North America","East Asia & Pacific","5. Low income","United States Minor Outlying Islands","year_1992",NA
"2282",233,"Sediment Export","#08306b","United States Minor Outlying Isl","UMI","North America","East Asia & Pacific","5. Low income","United States Minor Outlying Islands","year_2020",NA
"2283",233,"Sediment Export","#08306b","United States Minor Outlying Isl","UMI","North America","East Asia & Pacific","5. Low income","United States Minor Outlying Islands","pct_change",NA
